angDist,_RAJ2000,_DEJ2000,KIC,G16,Teff,log(g),[Fe/H],Rad,Mass,rho,Dist,Av,Mod,Ref,H14,Simbad,_RA,_DE,_RAJ2000,_DEJ2000,KIC,Dnu,numax,DPi1,dnurot,e_dnurot,Ncomp,Simbad,_RA,_DE,log(g),corerot,,[Fe/H],corerot
0.102565,290.45392,41.70153,6360104, ,4762,2.826,-0.24,6.019,0.886,0.00572,1624.766,0.448,DSEP,,1,Simbad,290.45392,41.70153,290.4539003,41.7015544,6360104,8.11,81.97,75.9,185,6.76,3,Simbad,290.4539,41.70155,2.826,370,,-0.24,370
0.195415,293.99179,50.63593,12115227, ,5105,2.895,-0.86,5.569,0.888,0.00724,430,0.243,DSEP,,1,Simbad,293.99179,50.63593,293.9917119,50.6359522,12115227,9.41,97.43,75.47,395,3.85,3,Simbad,293.99171,50.63595,2.895,790,,-0.86,790
0.023832,294.06332,50.64429,12115374, ,5028,3.289,0.14,4.991,1.766,0.02,1679.825,0.391,DSEP,,1,Simbad,294.06332,50.64429,294.0633122,50.6442856,12115374,17.57,224.88,89.9,250,3.76,2,Simbad,294.06331,50.64429,3.289,500,,0.14,500
0.110222,286.25397,49.64507,11601276, ,4949,3.065,0.36,7.38,2.303,0.00807,2706.639,0.3,DSEP,,1,Simbad,286.25397,49.64507,286.254015,49.6450794,11601276,11.83,141.26,81.1,310,5.34,3,Simbad,286.25401,49.64508,3.065,620,,0.36,620
0.17721,285.30817,41.15172,5858947, ,5258,3.146,-1.04,4.163,0.884,0.0173,742.436,0.323,DSEP,,1,Simbad,285.30817,41.15172,285.3081775,41.1516711,5858947,14.53,169.36,84.1,530,5.55,2,Simbad,285.30818,41.15167,3.146,1060,,-1.04,1060
0.089346,294.80328,43.45764,7762104, ,4924,3.207,0.2,5.388,1.707,0.0154,1225.681,0.511,DSEP,,1,Simbad,294.80328,43.45764,294.8033086,43.4576264,7762104,14.71,196.56,83.3,320,3.24,2,Simbad,294.80331,43.45763,3.207,640,,0.2,640
0.060837,292.3443,37.46894,2018537, ,4854,3.182,0.28,5.472,1.661,0.0143,1163.456,0.555,DSEP,,1,Simbad,292.3443,37.46894,292.3442819,37.4689311,2018537,13.89,182.17,80.9,0,10.2,1,Simbad,292.34428,37.46893,3.182,0,,0.28,0
0.065464,282.05667,47.82224,10580260, ,5160,3.117,-0.26,6.217,1.845,0.0108,2512.404,0.27,DSEP,,1,Simbad,282.05667,47.82224,282.0566583,47.8222236,10580260,12.9,153.13,82.1,0,1.67,1,Simbad,282.05666,47.82222,3.117,0,,-0.26,0
0.082741,287.78311,46.02276,9456242, ,4787,3.057,0.22,6.114,1.552,0.00957,1622.712,0.346,DSEP,,1,Simbad,287.78311,46.02276,287.7830853,46.0227753,9456242,11.34,137.13,77.9,320,7.06,3,Simbad,287.78309,46.02278,3.057,640,,0.22,640
0.07653,286.65732,42.33314,6847876, ,5223,2.931,-0.5,8.065,2.023,0.00543,3920.121,0.363,DSEP,,1,Simbad,286.65732,42.33314,286.6573369,42.3331572,6847876,9.44,102.12,78.2,0,1.36,1,Simbad,286.65734,42.33316,2.931,0,,-0.5,0
0.022184,292.35861,37.47064,2018585, ,5039,2.861,-0.22,8.723,2.013,0.00427,2628.652,0.616,DSEP,,1,Simbad,292.35861,37.47064,292.3586111,37.4706461,2018585,8.42,86.86,74.6,230,7.87,2,Simbad,292.35861,37.47065,2.861,460,,-0.22,460
0.091732,288.26297,38.58325,3432802, ,4838,3.066,0.12,6.008,1.532,0.00995,989.469,0.417,DSEP,,1,Simbad,288.26297,38.58325,288.2629853,38.5832275,3432802,11.58,143.65,77.8,260,11.64,2,Simbad,288.26299,38.58323,3.066,520,,0.12,520
0.082622,287.31891,49.6428,11602793, ,5050,2.987,-0.18,7.28,1.875,0.00684,1550.257,0.311,DSEP,,1,Simbad,287.31891,49.6428,287.3188994,49.6428219,11602793,10.47,122.5,76.2,565,6.11,2,Simbad,287.3189,49.64282,2.987,1130,,-0.18,1130
0.076248,288.47919,46.05821,9457533, ,4835,3.148,0.18,5.412,1.504,0.0134,1116.04,0.351,DSEP,,1,Simbad,288.47919,46.05821,288.47922,46.0582139,9457533,13.24,167.89,81.2,325,4.24,2,Simbad,288.47922,46.05821,3.148,650,,0.18,650
0.042848,295.77957,40.58001,5377341, ,4884,3.075,0,5.818,1.467,0.0105,2102.71,0.674,DSEP,,1,Simbad,295.77957,40.58001,295.7795703,40.5800219,5377341,12.13,145.19,81.1,285,5.57,3,Simbad,295.77957,40.58002,3.075,570,,0,570
0.08369,295.84363,40.50231,5377645, ,5061,3.302,-0.1,4.547,1.513,0.0227,1120.179,0.582,DSEP,,1,Simbad,295.84363,40.50231,295.8435997,40.5023069,5377645,16.91,224.5,86.1,0,7.74,1,Simbad,295.8436,40.50231,3.302,0,,-0.1,0
0.058589,282.7923,47.80389,10581491, ,4843,3.28,0.14,4.396,1.342,0.0223,981.615,0.275,DSEP,,1,Simbad,282.7923,47.80389,282.7923094,47.803875,10581491,17.49,223.82,90.2,250,1.94,2,Simbad,282.79231,47.80387,3.28,500,,0.14,500
0.00859,296.55392,40.57067,5380775, ,4751,2.722,0.28,10.628,2.173,0.00255,1465.836,0.669,DSEP,,1,Simbad,296.55392,40.57067,296.5539181,40.5706681,5380775,5.97,65.03,78.1,490,8.01,2,Simbad,296.55392,40.57067,2.722,980,,0.28,980
0.023644,288.61206,41.15602,5866537, ,4825,2.93,0.14,7.554,1.77,0.00578,1568.757,0.414,DSEP,,1,Simbad,288.61206,41.15602,288.6120514,41.1560189,5866537,9.01,103.27,73,340,4.64,2,Simbad,288.61205,41.15602,2.93,680,,0.14,680
0.055814,288.6958,41.19478,5866737, ,4845,2.744,-0.24,8.339,1.408,0.00342,825.052,0.375,DSEP,,1,Simbad,288.6958,41.19478,288.6958206,41.1947803,5866737,6.56,66.49,68.5,0,4.64,1,Simbad,288.69582,41.19478,2.744,0,,-0.24,0
0.108072,290.60196,45.37465,9018640, ,5105,2.965,-0.22,7.728,2.012,0.00614,2477.362,0.399,DSEP,,1,Simbad,290.60196,45.37465,290.6019878,45.3746728,9018640,9.83,109.3,75.9,110,6.87,2,Simbad,290.60199,45.37467,2.965,220,,-0.22,220
0.017299,292.74557,37.45067,2020383, ,4904,2.933,-0.46,5.201,0.846,0.00847,1713.844,0.623,DSEP,,1,Simbad,292.74557,37.45067,292.7455656,37.4506667,2020383,9.47,106.33,76,0,4.45,1,Simbad,292.74557,37.45067,2.933,0,,-0.46,0
3.531986,292.74652,37.45129,2020387, ,6078,4.487,-0.16,0.96,1.032,1.64,625.857,0.386,DSEP,,1,Simbad,292.74652,37.45129,292.7455656,37.4506667,2020383,9.47,106.33,76,0,4.45,1,Simbad,292.74557,37.45067,4.487,0,,-0.16,0
0.092535,290.65408,45.34663,9018790, ,4996,2.94,0,8.113,2.092,0.00552,309.52,0.18,DSEP,,1,Simbad,290.65408,45.34663,290.6540503,45.346615,9018790,9.43,106.42,74.8,310,6.6,2,Simbad,290.65405,45.34661,2.94,620,,0,620
0.014741,289.47659,49.62842,11606451, ,4765,2.871,0.22,8.342,1.884,0.00457,1066.988,0.332,DSEP,,1,Simbad,289.47659,49.62842,289.4765844,49.6284181,11606451,7.83,89,72.4,340,4.69,2,Simbad,289.47658,49.62842,2.871,680,,0.22,680
0.086934,288.57187,47.10148,10133033, ,4882,3.208,0.2,5.199,1.591,0.0159,1285.302,0.346,DSEP,,1,Simbad,288.57187,47.10148,288.5718372,47.1014708,10133033,14.77,192.68,82.4,560,1.02,2,Simbad,288.57184,47.10147,3.208,1120,,0.2,1120
0.006829,288.92438,41.15551,5867450, ,4781,3.137,0.4,5.782,1.671,0.0122,1546.866,0.42,DSEP,,1,Simbad,288.92438,41.15551,288.9243783,41.1555086,5867450,13.23,166.49,83.1,345,4.52,2,Simbad,288.92438,41.15551,3.137,690,,0.4,690
0.018676,289.04062,41.1486,5867802, ,5233,2.908,0.21,9.827,2.851,0.00423,3213.291,0.424,DSEP,,1,Simbad,289.04062,41.1486,289.0406142,41.1485972,5867802,8.64,95.89,73.6,305,6.87,2,Simbad,289.04061,41.1486,2.908,610,,0.21,610
0.080856,289.60892,41.12421,5869538, ,4993,3.235,-0.16,4.556,1.3,0.0194,1144.065,0.425,DSEP,,1,Simbad,289.60892,41.12421,289.6089472,41.1242008,5869538,15.64,202.02,85.7,215,3.17,2,Simbad,289.60895,41.1242,3.235,430,,-0.16,430
0.032504,294.60526,46.54744,9777479, ,5219,3.218,0.21,6.088,2.229,0.0139,1726.594,0.466,DSEP,,1,Simbad,294.60526,46.54744,294.6052542,46.5474319,9777479,15.22,193.44,86.2,150,4.88,2,Simbad,294.60525,46.54743,3.218,300,,0.21,300
0.05549,297.44388,40.52097,5384777, ,4903,3.241,0.06,4.712,1.409,0.019,913.97,0.55,DSEP,,1,Simbad,297.44388,40.52097,297.4438739,40.5209847,5384777,16.26,207.88,88,240,0.58,3,Simbad,297.44387,40.52098,3.241,480,,0.06,480
0.043576,289.01181,42.32467,6853977, ,5285,2.897,0.07,9.894,2.814,0.00409,3378.207,0.407,DSEP,,1,Simbad,289.01181,42.32467,289.0118014,42.3246803,6853977,8.41,94.65,70.7,450,3.34,2,Simbad,289.0118,42.32468,2.897,900,,0.07,900
0.048066,297.60635,40.57144,5385518, ,4770,2.668,0.16,11.231,2.145,0.00213,1241.611,0.666,DSEP,,1,Simbad,297.60635,40.57144,297.606355,40.5714272,5385518,5.31,56.66,80.5,425,5.83,2,Simbad,297.60635,40.57143,2.668,850,,0.16,850
0.036223,287.46985,44.01172,8154682, ,4953,2.963,0.21,8.166,2.231,0.00577,2510.249,0.36,DSEP,,1,Simbad,287.46985,44.01172,287.4698583,44.0117119,8154682,9.74,111.57,76,350,4.34,2,Simbad,287.46986,44.01171,2.963,700,,0.21,700
0.099578,290.78979,40.04749,4920600, ,4769,2.915,0.02,6.372,1.218,0.00663,1208.549,0.471,DSEP,,1,Simbad,290.78979,40.04749,290.7897725,40.0474658,4920600,9.26,101.12,75.6,200,6.16,2,Simbad,290.78977,40.04747,2.915,400,,0.02,400
0.032566,287.4751,44.00065,8154693, ,4956,3.082,-0.18,5.534,1.349,0.0112,1062.163,0.354,DSEP,,1,Simbad,287.4751,44.00065,287.4751039,44.0006414,8154693,11.81,142.15,78.4,370,4.17,2,Simbad,287.4751,44.00064,3.082,740,,-0.18,740
0.033534,286.21851,37.52075,2141255, ,4919,3.084,-0.16,5.278,1.232,0.0118,1318.405,0.407,DSEP,,1,Simbad,286.21851,37.52075,286.2185158,37.5207581,2141255,12.4,147.91,81.05,530,1.12,2,Simbad,286.21852,37.52076,3.084,1060,,-0.16,1060
0.12816,292.59637,49.60606,11612135, ,4988,2.916,-0.02,8.336,2.085,0.00507,3162.72,0.381,DSEP,,1,Simbad,292.59637,49.60606,292.59637,49.6060244,11612135,9.18,100.25,75.8,365,0.53,2,Simbad,292.59637,49.60602,2.916,730,,-0.02,730
0.036364,290.22006,38.50786,3439353, ,4805,2.838,-0.02,7.834,1.541,0.00452,1484.927,0.496,DSEP,,1,Simbad,290.22006,38.50786,290.2200722,38.5078567,3439353,7.63,84.37,69.2,370,5.38,3,Simbad,290.22007,38.50786,2.838,740,,-0.02,740
0.134588,289.26596,44.55098,8488530, ,4841,2.823,0.36,10.354,2.598,0.0033,3739.739,0.385,DSEP,,1,Simbad,289.26596,44.55098,289.26597,44.5509433,8488530,7.45,83.92,69.4,235,6.05,3,Simbad,289.26597,44.55094,2.823,470,,0.36,470
0.080742,286.27277,37.57292,2141436, ,4951,2.958,-0.14,6.985,1.617,0.00669,2322.901,0.411,DSEP,,1,Simbad,286.27277,37.57292,286.2727842,37.5729394,2141436,10.08,111.54,77.7,340,3.12,2,Simbad,286.27278,37.57294,2.958,680,,-0.14,680
0.038236,293.56754,41.76398,6369548, ,4777,2.987,0.24,6.838,1.656,0.00729,1431.648,0.527,DSEP,,1,Simbad,293.56754,41.76398,293.5675458,41.7639897,6369548,9.96,116.74,75.3,390,5.28,3,Simbad,293.56755,41.76399,2.987,780,,0.24,780
0.105507,290.80347,42.33263,6859803, ,4941,3.158,-0.22,4.49,1.057,0.0165,313.986,0.185,DSEP,,1,Simbad,290.80347,42.33263,290.8034397,42.3326111,6859803,13.58,170.84,82,0,8.33,1,Simbad,290.80344,42.33261,3.158,0,,-0.22,0
0.069552,295.74841,43.47058,7765258, ,5106,3.026,-0.46,6.153,1.467,0.00887,2033.29,0.574,DSEP,,1,Simbad,295.74841,43.47058,295.7484028,43.4705614,7765258,10.4,129.23,74.7,150,4.53,3,Simbad,295.7484,43.47056,3.026,300,,-0.46,300
0.011361,291.06683,42.37686,6860649, ,4768,2.967,0.2,6.868,1.594,0.00693,1845.44,0.453,DSEP,,1,Simbad,291.06683,42.37686,291.0668292,42.3768569,6860649,9.86,111.51,76.4,600,6.8,3,Simbad,291.06683,42.37686,2.967,1200,,0.2,1200
0.05657,286.82663,42.97681,7348314, ,4956,2.82,0.07,10.102,2.459,0.00336,1849.726,0.36,DSEP,,1,Simbad,286.82663,42.97681,286.8266364,42.976795,7348314,7.89,83.94,76.8,740,6.53,3,Simbad,286.82664,42.97679,2.82,1480,,0.07,1480
0.145406,287.87222,50.79672,12153274, ,5285,2.897,0.07,9.894,2.814,0.00409,2448.719,0.309,DSEP,,1,Simbad,287.87222,50.79672,287.8722839,50.7967203,12153274,8.59,92.41,72.7,265,1.86,2,Simbad,287.87228,50.79672,2.897,530,,0.07,530
0.021339,287.08652,42.9661,7348956, ,5256,3.194,-0.18,5.961,2.025,0.0135,2619.959,0.364,DSEP,,1,Simbad,287.08652,42.9661,287.0865261,42.9661039,7348956,14.64,185.9,83.9,300,5.97,2,Simbad,287.08653,42.9661,3.194,600,,-0.18,600
0.037216,295.14981,46.59808,9778887, ,4821,2.829,-0.12,7.551,1.403,0.00459,1513.655,0.475,DSEP,,1,Simbad,295.14981,46.59808,295.149795,46.5980792,9778887,7.84,81.24,72.6,0,7.41,1,Simbad,295.14979,46.59808,2.829,0,,-0.12,0
0.085496,292.61377,40.02427,4926689, ,4900,3.143,-0.08,4.963,1.249,0.0144,1702.819,0.546,DSEP,,1,Simbad,292.61377,40.02427,292.6137628,40.0242469,4926689,13.04,166.88,80,270,8.35,3,Simbad,292.61376,40.02425,3.143,540,,-0.08,540
0.144226,293.63495,48.52817,11033420, ,5054,2.99,-0.06,7.617,2.071,0.0066,2884.773,0.413,DSEP,,1,Simbad,293.63495,48.52817,293.6349906,48.5281403,11033420,10.18,118.18,76.5,400,1.56,2,Simbad,293.63499,48.52814,2.99,800,,-0.06,800
0.021179,292.01334,41.15861,5876943, ,4734,3.092,0.12,4.845,1.058,0.0131,1370.122,0.492,DSEP,,1,Simbad,292.01334,41.15861,292.0133447,41.1586053,5876943,12.29,156.1,80.3,250,6.24,3,Simbad,292.01334,41.15861,3.092,500,,0.12,500
0.061293,285.93274,47.84879,10587201, ,5219,3.218,0.21,6.088,2.229,0.0139,2187.05,0.308,DSEP,,1,Simbad,285.93274,47.84879,285.9327272,47.8488047,10587201,14.07,196.41,85.3,450,5.76,2,Simbad,285.93273,47.8488,3.218,900,,0.21,900
0.083234,298.41736,40.54982,5389263, ,5009,3.101,0.06,6.519,1.955,0.00994,2291.532,0.848,DSEP,,1,Simbad,298.41736,40.54982,298.4173322,40.5498294,5389263,12.85,153.99,82.7,0,12.78,1,Simbad,298.41733,40.54983,3.101,0,,0.06,0
0.149389,288.75153,50.7646,12154686, ,5096,2.738,-0.5,10.072,2.025,0.00279,2785.206,0.319,DSEP,,1,Simbad,288.75153,50.7646,288.7515956,50.7645994,12154686,6.7,65.05,69.4,245,1.89,2,Simbad,288.7516,50.7646,2.738,490,,-0.5,490
0.083758,288.00302,44.0136,8155782, ,5107,3.054,-0.36,6.42,1.701,0.00905,2568.598,0.369,DSEP,,1,Simbad,288.00302,44.0136,288.0029886,44.0135944,8155782,11.85,135.56,79.4,0,3.78,1,Simbad,288.00299,44.01359,3.054,0,,-0.36,0
0.012649,287.45737,47.80164,10590005, ,4923,2.93,0.21,8.397,2.191,0.00521,2995.903,0.326,DSEP,,1,Simbad,287.45737,47.80164,287.4573656,47.8016381,10590005,9.12,103.82,75.2,175,3.85,2,Simbad,287.45737,47.80164,2.93,350,,0.21,350
0.127008,287.8602,42.91143,7350897, ,5127,3.027,-0.42,6.419,1.599,0.00852,1797.115,0.378,DSEP,,1,Simbad,287.8602,42.91143,287.8601519,42.9114319,7350897,11.17,130.08,77.7,570,1.07,2,Simbad,287.86015,42.91143,3.027,1140,,-0.42,1140
0.041951,290.77469,38.5564,3441207, ,4874,3.178,0.12,5.211,1.492,0.0148,1391.365,0.508,DSEP,,1,Simbad,290.77469,38.5564,290.7747039,38.5564042,3441207,14.27,182.68,83.4,270,4.3,2,Simbad,290.7747,38.5564,3.178,540,,0.12,540
0.034414,289.22333,50.77822,12155459, ,5176,3.247,-0.08,5.439,1.908,0.0167,581.904,0.275,DSEP,,1,Simbad,289.22333,50.77822,289.2233375,50.7782117,12155459,16.45,208.64,88.1,300,1.13,2,Simbad,289.22334,50.77821,3.247,600,,-0.08,600
0.021127,298.62204,40.55667,5390372, ,4869,3.146,-0.2,4.264,0.928,0.0169,1143.434,0.668,DSEP,,1,Simbad,298.62204,40.55667,298.6220461,40.5566664,5390372,13.91,169.68,83.7,290,5.5,3,Simbad,298.62205,40.55667,3.146,580,,-0.2,580
0.075643,295.39731,49.69533,11618103, ,5051,2.947,-0.3,7.301,1.721,0.00623,195.635,0.104,DSEP,,1,Simbad,295.39731,49.69533,295.3973036,49.6953506,11618103,9.38,106.81,74.4,355,5.15,3,Simbad,295.3973,49.69535,2.947,710,,-0.3,710
0.09969,292.07602,42.32876,6863899, ,4756,2.93,-0.12,5.488,0.935,0.00797,904.412,0.427,DSEP,,1,Simbad,292.07602,42.32876,292.0760244,42.3287325,6863899,9.31,101.03,75.9,385,2.93,3,Simbad,292.07602,42.32873,2.93,770,,-0.12,770
0.075057,292.72473,41.11052,5879114, ,4995,3.251,-0.08,4.71,1.441,0.0194,1397.196,0.514,DSEP,,1,Simbad,292.72473,41.11052,292.7247053,41.1105106,5879114,16.6,213.62,87.3,310,2.99,3,Simbad,292.72471,41.11051,3.251,620,,-0.08,620
0.059854,296.57169,41.76662,6380975, ,4821,3.1,0.16,5.719,1.501,0.0113,822.747,0.481,DSEP,,1,Simbad,296.57169,41.76662,296.5717119,41.7666169,6380975,12.45,152.54,80.3,210,0.56,3,Simbad,296.57171,41.76662,3.1,420,,0.16,420
0.023055,293.23654,39.20162,4164464, ,4780,3.173,0.3,5.24,1.49,0.0146,1336.724,0.568,DSEP,,1,Simbad,293.23654,39.20162,293.2365397,39.2016136,4164464,14.24,181.27,84.2,245,2.04,3,Simbad,293.23654,39.20161,3.173,490,,0.3,490
0.033995,293.26199,40.09119,4928958, ,4722,2.939,0.12,6.523,1.347,0.00684,1432.315,0.556,DSEP,,1,Simbad,293.26199,40.09119,293.2619975,40.0911825,4928958,9.68,107,77.1,150,5.48,2,Simbad,293.262,40.09118,2.939,300,,0.12,300
0.069148,289.21225,44.08249,8158382, ,4691,2.871,0.24,7.588,1.559,0.00503,1406.753,0.388,DSEP,,1,Simbad,289.21225,44.08249,289.2122344,44.0825056,8158382,8.45,90.94,74.4,340,6.71,2,Simbad,289.21223,44.08251,2.871,680,,0.24,680
0.014319,293.00415,41.13896,5880056, ,4941,3.144,-0.26,4.47,1.016,0.016,1640.819,0.532,DSEP,,1,Simbad,293.00415,41.13896,293.0041544,41.1389622,5880056,13.61,171.22,81.4,130,3.1,2,Simbad,293.00415,41.13896,3.144,260,,-0.26,260
0.046132,296.00616,49.64415,11619730, ,5160,3.018,0.07,8.158,2.531,0.00656,3080.667,0.442,DSEP,,1,Simbad,296.00616,49.64415,296.0061422,49.6441444,11619730,10.41,123.33,76.5,590,1.61,2,Simbad,296.00614,49.64414,3.018,1180,,0.07,1180
0.026238,290.86438,37.57496,2157650, ,4835,3.049,0.22,6.477,1.713,0.00888,1722.867,0.543,DSEP,,1,Simbad,290.86438,37.57496,290.8643756,37.5749536,2157650,11.39,139.01,77.2,0,4.6,1,Simbad,290.86438,37.57495,3.049,0,,0.22,0
0.046701,295.16183,45.35043,9031549, ,4891,2.773,-0.56,6.204,0.833,0.00491,1178.134,0.48,DSEP,,1,Simbad,295.16183,45.35043,295.1618117,45.3504317,9031549,7.16,72.1,71.4,380,7.33,2,Simbad,295.16181,45.35043,2.773,760,,-0.56,760
0.078724,295.24619,45.33728,9031798, ,4828,2.968,-0.12,5.646,1.08,0.00846,1197.039,0.484,DSEP,,1,Simbad,295.24619,45.33728,295.2462161,45.3372919,9031798,9.94,111.43,76.7,165,3.1,3,Simbad,295.24622,45.33729,2.968,330,,-0.12,330
0.099692,297.09155,46.59816,9784586, ,4829,2.807,0.04,8.85,1.831,0.00372,1719.522,0.53,DSEP,,1,Simbad,297.09155,46.59816,297.0915903,46.5981603,9784586,6.77,76.03,62.7,160,4.27,3,Simbad,297.09159,46.59816,2.807,320,,0.04,320
0.039834,291.60037,37.5732,2160910, ,4986,2.994,-0.36,5.629,1.141,0.00901,1720.268,0.571,DSEP,,1,Simbad,291.60037,37.5732,291.6003564,37.5731975,2160910,10.44,117.92,77,475,4.65,2,Simbad,291.60036,37.5732,2.994,950,,-0.36,950
0.093643,291.70023,37.56299,2161409, ,4836,2.902,0.12,7.986,1.856,0.00514,2156.487,0.582,DSEP,,1,Simbad,291.70023,37.56299,291.7001981,37.5629839,2161409,8.62,98.74,72.3,320,8.48,3,Simbad,291.7002,37.56298,2.902,640,,0.12,640
0.064212,288.97,47.84054,10593078, ,5138,3.21,0.16,6.015,2.141,0.0138,941.165,0.335,DSEP,,1,Simbad,288.97,47.84054,288.9700017,47.8405222,10593078,15.39,203.92,82.1,150,1.38,3,Simbad,288.97,47.84052,3.21,300,,0.16,300
0.059811,293.30249,42.39569,6868144, ,4939,2.927,0.12,8.314,2.131,0.00522,2946.631,0.517,DSEP,,1,Simbad,293.30249,42.39569,293.3024864,42.3956736,6868144,9.01,103.54,73.3,350,1.4,2,Simbad,293.30249,42.39567,2.927,700,,0.12,700
0.124672,291.79034,37.52186,2161831, ,4887,3.073,-0.22,4.802,0.995,0.0127,1263.641,0.551,DSEP,,1,Simbad,291.79034,37.52186,291.7903125,37.5218331,2161831,12.46,145.67,81.02,330,9.19,2,Simbad,291.79031,37.52183,3.073,660,,-0.22,660
0.041596,297.59402,49.66435,11623897, ,5146,3.195,-0.12,5.758,1.895,0.014,2494.641,0.477,DSEP,,1,Simbad,297.59402,49.66435,297.5940308,49.6643408,11623897,17.47,217.68,87.9,0,10.19,1,Simbad,297.59403,49.66434,3.195,0,,-0.12,0
0.017231,297.61362,49.69123,11623942, ,4963,3.184,-0.04,5.171,1.491,0.0152,2076.673,0.477,DSEP,,1,Simbad,297.61362,49.69123,297.6136214,49.6912253,11623942,14.39,186.9,82.8,185,9.8,2,Simbad,297.61362,49.69123,3.184,370,,-0.04,370
0.01532,294.59802,46.04178,9472076, ,4892,2.988,0.16,7.483,1.986,0.00668,896.341,0.421,DSEP,,1,Simbad,294.59802,46.04178,294.5980242,46.0417769,9472076,10.18,124.56,75.6,185,4.63,3,Simbad,294.59802,46.04178,2.988,370,,0.16,370
0.066617,296.95724,43.42211,7769544, ,5008,3.301,-0.18,4.093,1.223,0.0251,872.405,0.485,DSEP,,1,Simbad,296.95724,43.42211,296.9572453,43.4221281,7769544,17.84,230.5,90.05,275,5.27,3,Simbad,296.95725,43.42213,3.301,550,,-0.18,550
0.088338,294.82394,50.72569,12165692, ,4828,2.918,-0.06,6.769,1.386,0.00629,1652.677,0.403,DSEP,,1,Simbad,294.82394,50.72569,294.8239061,50.7256781,12165692,9.08,99.78,75.3,355,6.51,2,Simbad,294.82391,50.72568,2.918,710,,-0.06,710
0.055373,295.25839,50.79567,12166563, ,4905,2.995,0.36,8.082,2.351,0.00627,2641.206,0.41,DSEP,,1,Simbad,295.25839,50.79567,295.2583875,50.7956853,12166563,10.03,121.26,76,320,2.79,2,Simbad,295.25839,50.79569,2.995,640,,0.36,640
0.035119,294.24454,40.08588,4932704, ,4892,3.111,-0.3,4.326,0.882,0.0153,1283.082,0.573,DSEP,,1,Simbad,294.24454,40.08588,294.2445333,40.0858883,4932704,12.92,159.69,80.8,270,0.99,3,Simbad,294.24453,40.08589,3.111,540,,-0.3,540
0.087352,289.27924,47.8087,10593799, ,5184,3.151,0.07,6.574,2.233,0.0111,2247.513,0.35,DSEP,,1,Simbad,289.27924,47.8087,289.2792617,47.8086806,10593799,13.35,168.34,81.6,310,3.86,3,Simbad,289.27926,47.80868,3.151,620,,0.07,620
0.036921,293.60858,47.19691,10145736, ,5180,3.211,0.08,5.972,2.116,0.014,1348.326,0.428,DSEP,,1,Simbad,293.60858,47.19691,293.6085725,47.1969011,10145736,14.16,194.59,96.6,195,10.65,3,Simbad,293.60857,47.1969,3.211,390,,0.08,390
0.077373,285.05447,49.7517,11650682, ,5011,2.912,0.07,9.221,2.532,0.00455,4093.206,0.288,DSEP,,1,Simbad,285.05447,49.7517,285.0544567,49.7516803,11650682,9.1,97.7,76,355,1.22,2,Simbad,285.05446,49.75168,2.912,710,,0.07,710
0.132917,296.69589,41.17532,5894271, ,4882,3.143,-0.24,4.239,0.911,0.0168,814.708,0.487,DSEP,,1,Simbad,296.69589,41.17532,296.6959386,41.175325,5894271,14.09,168.75,84.1,425,3.72,2,Simbad,296.69594,41.17532,3.143,850,,-0.24,850
0.066137,299.02338,41.76668,6391933, ,4819,3.148,-0.08,4.331,0.961,0.0167,509.996,0.327,DSEP,,1,Simbad,299.02338,41.76668,299.0233911,41.7666636,6391933,14.2,172.13,84.8,355,7.82,3,Simbad,299.02339,41.76666,3.148,710,,-0.08,710
0.158737,294.62067,40.01537,4934133, ,4734,2.861,-0.14,5.905,0.922,0.00631,1918.235,0.633,DSEP,,1,Simbad,294.62067,40.01537,294.6207222,40.0153886,4934133,8.6,91.25,74.7,285,3.34,3,Simbad,294.62072,40.01539,2.861,570,,-0.14,570
0.130163,295.3674,46.06582,9474201, ,5220,3.22,0,5.878,2.089,0.0145,1491.155,0.49,DSEP,,1,Simbad,295.3674,46.06582,295.3674478,46.0658344,9474201,15.05,198.53,63.3,0,7.98,1,Simbad,295.36745,46.06583,3.22,0,,0,0
0.1376,298.53552,46.58968,9789635, ,4919,3.261,0.22,4.98,1.648,0.0188,1230.804,0.54,DSEP,,1,Simbad,298.53552,46.58968,298.5355564,46.5897089,9789635,16.3,213.37,84.7,190,9.59,2,Simbad,298.53556,46.58971,3.261,380,,0.22,380
0.08423,297.32169,43.46331,7771045, ,4979,3.18,0.1,5.638,1.757,0.0138,1289.118,0.588,DSEP,,1,Simbad,297.32169,43.46331,297.3216578,43.4633111,7771045,13.99,184.62,81.5,605,5.38,3,Simbad,297.32166,43.46331,3.18,1210,,0.1,1210
0.035853,295.8649,48.58263,11038809, ,4955,3.322,0.12,4.467,1.529,0.0242,866.421,0.404,DSEP,,1,Simbad,295.8649,48.58263,295.8648881,48.5826239,11038809,18.02,233.82,89,310,4.63,2,Simbad,295.86489,48.58262,3.322,620,,0.12,620
0.022652,295.26724,42.33754,6875474, ,4819,2.875,-0.28,5.816,0.925,0.00662,1598.257,0.577,DSEP,,1,Simbad,295.26724,42.33754,295.2672367,42.3375342,6875474,8.91,92.26,75,345,1.92,3,Simbad,295.26724,42.33753,2.875,690,,-0.28,690
