angDist,_RAJ2000,_DEJ2000,KIC,G16,Teff,log(g),[Fe/H],Rad,Mass,rho,Dist,Av,Mod,Ref,H14,Simbad,_RA,_DE,_RAJ2000,_DEJ2000,KIC,Dnu,numax,DPi1,dnurot,e_dnurot,Ncomp,Simbad,_RA,_DE,log(g),corerot,,[Fe/H],corerot
0.163151,285.18631,38.61111,3526061, ,4871,3.003,0.22,7.383,2.001,0.00701,523.761,0.283,DSEP,,1,Simbad,285.18631,38.61111,285.1863553,38.6110817,3526061,10.74,128.74,77.1,375,3.95,3,Simbad,285.18636,38.61108,3.003,750,,0.22,750
0.084294,301.02429,45.41538,9119915, ,4875,3.088,-0.26,4.508,0.908,0.0139,740.816,0.456,DSEP,,1,Simbad,301.02429,45.41538,301.0242867,45.4154033,9119915,12.59,148.09,81.5,345,11.1,2,Simbad,301.02429,45.4154,3.088,690,,-0.26,690
0.047077,298.80499,41.82714,6469446, ,4812,3.076,-0.16,4.548,0.9,0.0135,995.03,0.588,DSEP,,1,Simbad,298.80499,41.82714,298.8050022,41.8271306,6469446,12.35,143.94,81.7,430,4.61,3,Simbad,298.805,41.82713,3.076,860,,-0.16,860
0.023049,292.2854,47.97022,10666682, ,5142,2.932,-0.36,7.924,1.96,0.00555,3181.043,0.396,DSEP,,1,Simbad,292.2854,47.97022,292.2853914,47.9702228,10666682,8.82,99.84,71.8,415,3.65,3,Simbad,292.28539,47.97022,2.932,830,,-0.36,830
0.038434,286.05273,37.72532,2422558, ,4756,2.955,0.32,7.424,1.812,0.00624,1882.999,0.404,DSEP,,1,Simbad,286.05273,37.72532,286.0527197,37.7253131,2422558,9.36,110.58,74.3,395,0.57,2,Simbad,286.05272,37.72531,2.955,790,,0.32,790
0.008758,296.48651,39.20339,4180064, ,5009,2.882,-0.5,6.424,1.147,0.0061,2406.38,0.787,DSEP,,1,Simbad,296.48651,39.20339,296.4865128,39.2033889,4180064,8.63,95.97,71.4,0,8.46,1,Simbad,296.48651,39.20339,2.882,0,,-0.5,0
0.044844,283.44699,45.56521,9137958, ,5269,2.917,-0.5,8.385,2.118,0.00506,3941.838,0.295,DSEP,,1,Simbad,283.44699,45.56521,283.447005,45.5652167,9137958,9.17,96.92,75,295,4.41,2,Simbad,283.447,45.56522,2.917,590,,-0.5,590
0.070941,293.45038,42.49859,6953912, ,5037,3.112,-0.12,5.992,1.694,0.0111,1861.324,0.518,DSEP,,1,Simbad,293.45038,42.49859,293.4503978,42.4986047,6953912,12.71,157.91,77.5,530,6.85,3,Simbad,293.4504,42.4986,3.112,1060,,-0.12,1060
0.063375,292.62665,47.98479,10667545, ,5033,2.918,-0.12,8.236,2.05,0.00517,3119.816,0.402,DSEP,,1,Simbad,292.62665,47.98479,292.6266333,47.9847764,10667545,8.97,99.8,73.7,370,6.49,2,Simbad,292.62663,47.98478,2.918,740,,-0.12,740
0.075567,295.39093,44.59121,8505072, ,4762,2.923,-0.16,5.425,0.901,0.00794,536.558,0.32,DSEP,,1,Simbad,295.39093,44.59121,295.3909225,44.5911897,8505072,9.58,104.5,75.4,410,4.57,2,Simbad,295.39092,44.59119,2.923,820,,-0.16,820
0.066503,294.97137,46.11348,9534288, ,5183,3.123,-0.16,6.482,2.033,0.0105,2019.654,0.485,DSEP,,1,Simbad,294.97137,46.11348,294.9713953,46.1134742,9534288,12.08,156.86,82.9,710,0.79,2,Simbad,294.9714,46.11347,3.123,1420,,-0.16,1420
0.020918,297.35681,40.62384,5470218, ,4934,3.144,0.06,5.629,1.61,0.0127,1529.159,0.712,DSEP,,1,Simbad,297.35681,40.62384,297.356815,40.6238444,5470218,13.65,168.83,82.7,365,4.68,3,Simbad,297.35681,40.62384,3.144,730,,0.06,730
0.06333,289.55273,47.2587,10202184, ,5011,3.101,-0.32,5.062,1.179,0.0128,843.295,0.339,DSEP,,1,Simbad,289.55273,47.2587,289.5527147,47.2587142,10202184,12.76,158.87,79.8,310,0.83,3,Simbad,289.55271,47.25871,3.101,620,,-0.32,620
0.065384,292.8371,47.98548,10668065, ,4922,3.074,-0.16,5.297,1.214,0.0115,1302.941,0.402,DSEP,,1,Simbad,292.8371,47.98548,292.8370847,47.985495,10668065,11.8,140.02,79.2,195,3.48,2,Simbad,292.83708,47.98549,3.074,390,,-0.16,390
0.081693,296.90692,49.82223,11723893, ,4687,2.842,0.2,7.721,1.513,0.00463,1869.693,0.458,DSEP,,1,Simbad,296.90692,49.82223,296.9068889,49.8222194,11723893,7.93,84.13,72,230,7.57,2,Simbad,296.90689,49.82222,2.842,460,,0.2,460
0.039265,295.17178,46.16513,9534802, ,4690,3.061,0.38,5.925,1.471,0.00996,1152.808,0.464,DSEP,,1,Simbad,295.17178,46.16513,295.1717822,46.1651192,9534802,11.59,139.2,80.6,485,2.29,2,Simbad,295.17178,46.16512,3.061,970,,0.38,970
0.062258,295.22485,46.1767,9534964, ,4856,3.026,-0.04,5.924,1.36,0.00922,1178.68,0.467,DSEP,,1,Simbad,295.22485,46.1767,295.2248447,46.1766831,9534964,10.81,127.15,76.8,250,3.69,3,Simbad,295.22484,46.17668,3.026,500,,-0.04,500
0.017067,286.51019,43.59419,7809050, ,5167,2.942,-0.76,6.028,1.159,0.00745,1800.157,0.349,DSEP,,1,Simbad,286.51019,43.59419,286.5101853,43.5941867,7809050,9.1,105.62,74.8,0,2.75,1,Simbad,286.51019,43.59419,2.942,0,,-0.76,0
0.06188,286.92133,38.60186,3530333, ,4939,3.045,0.08,6.748,1.842,0.00844,2127.135,0.412,DSEP,,1,Simbad,286.92133,38.60186,286.9213414,38.6018453,3530333,11.08,134.18,77.1,0,12.02,1,Simbad,286.92134,38.60185,3.045,0,,0.08,0
0.047573,293.47382,47.96673,10669590, ,4759,2.891,-0.18,5.616,0.897,0.00713,1252.97,0.412,DSEP,,1,Simbad,293.47382,47.96673,293.4738003,47.9667292,10669590,9.11,96.41,75.7,95,2.8,2,Simbad,293.4738,47.96673,2.891,190,,-0.18,190
0.039173,287.32397,38.60366,3531436, ,5033,3.165,-0.22,5.199,1.441,0.0144,1537.966,0.42,DSEP,,1,Simbad,287.32397,38.60366,287.3239717,38.6036492,3531436,13.69,176.58,79.6,170,4.35,2,Simbad,287.32397,38.60365,3.165,340,,-0.22,340
0.102008,287.33707,38.6407,3531478, ,4945,3.304,0,4.309,1.363,0.024,683.577,0.349,DSEP,,1,Simbad,287.33707,38.6407,287.337085,38.6406742,3531478,17.35,232.26,87.2,295,0.46,3,Simbad,287.33708,38.64067,3.304,590,,0,590
0.026059,287.56485,38.61134,3532085, ,4709,2.933,0.04,5.746,1.032,0.00766,1211.87,0.419,DSEP,,1,Simbad,287.56485,38.61134,287.5648528,38.6113331,3532085,9.53,104.72,76.8,405,4.65,3,Simbad,287.56485,38.61133,2.933,810,,0.04,810
0.039968,287.42212,43.52496,7810876, ,5307,3.165,0.21,6.677,2.374,0.0112,3261.075,0.364,DSEP,,1,Simbad,287.42212,43.52496,287.4221197,43.5249489,7810876,13.3,171.58,80.1,165,7.73,2,Simbad,287.42212,43.52495,3.165,330,,0.21,330
0.003213,293.38815,40.17517,5016549, ,5256,2.914,-0.7,7.88,1.858,0.00535,1502.63,0.562,DSEP,,1,Simbad,293.38815,40.17517,293.3881511,40.1751703,5016549,8.73,99.03,70.3,340,4.31,3,Simbad,293.38815,40.17517,2.914,680,,-0.7,680
0.082449,284.25967,41.93362,6502598, ,5079,3.064,0,7.033,2.091,0.00846,2452.987,0.33,DSEP,,1,Simbad,284.25967,41.93362,284.259655,41.93364,6502598,11.85,140.1,80.3,290,1.89,2,Simbad,284.25965,41.93364,3.064,580,,0,580
0.041865,290.29251,43.05813,7439931, ,4976,3.308,-0.06,4.262,1.347,0.0245,686.96,0.35,DSEP,,1,Simbad,290.29251,43.05813,290.2925258,43.0581286,7439931,17.32,240.14,85.4,0,3.85,1,Simbad,290.29253,43.05813,3.308,0,,-0.06,0
0.059967,282.315,41.3806,6019408, ,5061,3.077,-0.3,5.89,1.511,0.0104,1468.971,0.308,DSEP,,1,Simbad,282.315,41.3806,282.3150222,41.3806,6019408,12.57,144.78,83.3,245,5.16,3,Simbad,282.31502,41.3806,3.077,490,,-0.3,490
0.184006,295.53073,47.91867,10675052, ,4915,3.053,0.21,6.956,1.995,0.00835,1485.489,0.459,DSEP,,1,Simbad,295.53073,47.91867,295.5307317,47.9186189,10675052,10.88,138.92,94.7,310,8.35,3,Simbad,295.53073,47.91862,3.053,620,,0.21,620
0.069467,290.14935,37.70715,2436457, ,5121,2.931,0.07,9.167,2.614,0.00478,2979.993,0.518,DSEP,,1,Simbad,290.14935,37.70715,290.1493692,37.7071619,2436457,9.64,103.44,76,180,7.1,3,Simbad,290.14937,37.70716,2.931,360,,0.07,360
0.040112,297.51254,46.1408,9541946, ,4782,2.911,0.04,6.971,1.443,0.006,1695.928,0.554,DSEP,,1,Simbad,297.51254,46.1408,297.5125386,46.1407889,9541946,8.95,98.94,74.1,505,3.46,3,Simbad,297.51254,46.14079,2.911,1010,,0.04,1010
0.018358,295.15637,44.04272,8175678, ,4864,2.745,-0.28,8.295,1.397,0.00345,1736.838,0.534,DSEP,,1,Simbad,295.15637,44.04272,295.1563636,44.0427222,8175678,6.72,67.27,69.1,120,5.68,2,Simbad,295.15636,44.04272,2.745,240,,-0.28,240
0.021603,287.80084,45.59353,9145781, ,5117,3.28,0.08,5.149,1.84,0.019,888.515,0.336,DSEP,,1,Simbad,287.80084,45.59353,287.8008422,45.5935358,9145781,17.7,229.96,88.2,275,3.81,2,Simbad,287.80084,45.59354,3.28,550,,0.08,550
0.068331,287.84042,45.59975,9145861, ,4926,3.02,0.36,7.849,2.351,0.00685,1394.882,0.35,DSEP,,1,Simbad,287.84042,45.59975,287.8404128,45.5997683,9145861,10.9,132.4,77.5,575,3.33,2,Simbad,287.84041,45.59977,3.02,1150,,0.36,1150
0.094086,295.34015,44.02748,8176259, ,4776,2.783,-0.08,7.907,1.383,0.00394,1674.717,0.539,DSEP,,1,Simbad,295.34015,44.02748,295.3401169,44.0274908,8176259,7.34,73.98,70.6,260,9.28,2,Simbad,295.34012,44.02749,2.783,520,,-0.08,520
0.106139,288.09137,45.55605,9146372, ,4714,2.932,0.32,7.326,1.674,0.006,1753.834,0.355,DSEP,,1,Simbad,288.09137,45.55605,288.0913958,45.5560267,9146372,9.01,103.48,74.6,315,5.88,2,Simbad,288.0914,45.55603,2.932,630,,0.32,630
0.032888,296.98291,46.64467,9844539, ,5046,3.211,0.4,6.063,2.178,0.0138,2337.711,0.53,DSEP,,1,Simbad,296.98291,46.64467,296.9828967,46.6446697,9844539,15.44,199.41,87.6,0,9.99,1,Simbad,296.9829,46.64467,3.211,0,,0.4,0
0.069477,289.96317,38.69723,3539429, ,4750,2.955,0.2,6.868,1.55,0.00674,1600.745,0.488,DSEP,,1,Simbad,289.96317,38.69723,289.9631558,38.6972458,3539429,9.92,113.35,77.6,420,5.26,2,Simbad,289.96316,38.69725,2.955,840,,0.2,840
0.130225,283.45056,41.37894,6021696, ,5096,3.211,0.04,5.728,1.947,0.0146,2479.456,0.323,DSEP,,1,Simbad,283.45056,41.37894,283.4506078,41.3789447,6021696,15.71,196.09,86.9,325,6.74,3,Simbad,283.45061,41.37894,3.211,650,,0.04,650
0.09399,292.21948,43.0564,7446296, ,4873,2.757,-0.34,7.417,1.147,0.00396,1228.715,0.457,DSEP,,1,Simbad,292.21948,43.0564,292.2194697,43.056375,7446296,6.72,68.23,69.1,380,1.44,2,Simbad,292.21947,43.05637,2.757,760,,-0.34,760
0.020972,294.18997,40.10462,5019587, ,4808,2.765,-0.14,8.228,1.437,0.00363,2313.53,0.615,DSEP,,1,Simbad,294.18997,40.10462,294.1899772,40.1046181,5019587,6.81,72.08,68.9,0,5.71,1,Simbad,294.18998,40.10462,2.765,0,,-0.14,0
0.179682,289.60791,43.5747,7815838, ,5153,3.143,-0.04,6.404,2.076,0.0111,2584.613,0.403,DSEP,,1,Simbad,289.60791,43.5747,289.6078467,43.5746803,7815838,13.03,165.95,80.2,420,1.73,3,Simbad,289.60785,43.57468,3.143,840,,-0.04,840
0.004253,290.21848,37.78757,2437325, ,4665,2.715,0.44,10.736,2.179,0.00248,6997.123,0.518,DSEP,,1,Simbad,290.21848,37.78757,290.2184811,37.7875692,2437325,8.54,93.64,75,0,5.8,1,Simbad,290.21848,37.78757,2.715,0,,0.44,0
0.114042,285.38596,41.93033,6504978, ,5090,3.213,0.26,6.031,2.166,0.0139,1578.783,0.347,DSEP,,1,Simbad,285.38596,41.93033,285.3859519,41.9302989,6504978,15.6,207.92,84.7,0,10.47,1,Simbad,285.38595,41.9303,3.213,0,,0.26,0
0.024359,283.93475,41.34488,6022709, ,4828,2.9,0.1,7.792,1.759,0.00524,2884.119,0.33,DSEP,,1,Simbad,283.93475,41.34488,283.9347539,41.3448739,6022709,9.03,97.67,75.6,330,6.82,3,Simbad,283.93475,41.34487,2.9,660,,0.1,660
0.041711,286.66238,41.91999,6507794, ,5061,3.213,-0.28,4.756,1.348,0.0177,939.303,0.354,DSEP,,1,Simbad,286.66238,41.91999,286.6623678,41.9199828,6507794,16.25,202.59,88,0,9.17,1,Simbad,286.66237,41.91998,3.213,0,,-0.28,0
0.035288,296.16162,44.54341,8507484, ,4905,2.892,-0.08,7.753,1.708,0.00516,1868.487,0.556,DSEP,,1,Simbad,296.16162,44.54341,296.1616239,44.5434006,8507484,8.3,95.16,72.1,0,1.35,1,Simbad,296.16162,44.5434,2.892,0,,-0.08,0
0.087853,290.87134,45.56187,9152245, ,4743,3.017,0.07,5.339,1.081,0.01,1134.566,0.393,DSEP,,1,Simbad,290.87134,45.56187,290.8713406,45.5618944,9152245,11.08,128.38,79.9,490,3.48,3,Simbad,290.87134,45.56189,3.017,980,,0.07,980
0.046655,290.39175,43.59908,7818152, ,4797,2.823,0.08,8.503,1.755,0.00402,1996.397,0.419,DSEP,,1,Simbad,290.39175,43.59908,290.3917472,43.5990672,7818152,7.4,80.54,68.8,905,7.78,2,Simbad,290.39175,43.59907,2.823,1810,,0.08,1810
0.083021,285.38776,41.33403,6025641, ,4847,2.976,0.4,7.944,2.18,0.00612,2033.03,0.352,DSEP,,1,Simbad,285.38776,41.33403,285.3877358,41.3340442,6025641,9.88,122,75.9,455,4.59,2,Simbad,285.38774,41.33404,2.976,910,,0.4,910
0.225853,293.39166,43.03603,7450230, ,4823,3.254,-0.08,3.733,0.913,0.0247,176.762,0.091,DSEP,,1,Simbad,293.39166,43.03603,293.3915811,43.0360053,7450230,16.83,211.85,88,170,12.54,2,Simbad,293.39158,43.03601,3.254,340,,-0.08,340
0.034113,296.99307,44.07347,8181816, ,4915,2.865,-0.04,8.484,1.925,0.00444,2733.554,0.607,DSEP,,1,Simbad,296.99307,44.07347,296.9930569,44.0734711,8181816,8.34,89.88,73.7,320,4.43,2,Simbad,296.99306,44.07347,2.865,640,,-0.04,640
0.084185,291.44418,43.53706,7821385, ,5071,2.83,-0.34,8.93,1.968,0.00389,2820.609,0.443,DSEP,,1,Simbad,291.44418,43.53706,291.4441478,43.5370614,7821385,7.4,80.55,69.7,0,4.27,1,Simbad,291.44415,43.53706,2.83,0,,-0.34,0
0.046204,292.90295,45.54724,9157260, ,5083,3.276,-0.18,4.656,1.491,0.0208,800.736,0.385,DSEP,,1,Simbad,292.90295,45.54724,292.9029592,45.5472289,9157260,18.14,224.38,91.1,380,6.04,3,Simbad,292.90296,45.54723,3.276,760,,-0.18,760
0.060198,282.15167,42.5603,7009245, ,4850,2.952,-0.22,5.559,1.011,0.00828,1128.451,0.298,DSEP,,1,Simbad,282.15167,42.5603,282.1516492,42.5602933,7009245,9.55,107.02,75.1,295,1.66,2,Simbad,282.15165,42.56029,2.952,590,,-0.22,590
0.045963,284.99429,46.24173,9574650, ,5052,2.93,-0.36,7.219,1.619,0.00606,1240.91,0.308,DSEP,,1,Simbad,284.99429,46.24173,284.9943028,46.2417392,9574650,9.63,106.42,76,185,6.43,2,Simbad,284.9943,46.24174,2.93,370,,-0.36,370
0.054311,291.60416,48.64261,11083613, ,4907,2.84,-0.54,5.754,0.835,0.00617,854.905,0.352,DSEP,,1,Simbad,291.60416,48.64261,291.6041828,48.6426108,11083613,8.67,87.87,74.2,270,3.13,2,Simbad,291.60418,48.64261,2.84,540,,-0.54,540
0.065673,298.45065,47.93251,10684749, ,5107,3.149,-0.1,6.085,1.902,0.0119,2600.555,0.542,DSEP,,1,Simbad,298.45065,47.93251,298.4506694,47.9325228,10684749,13.91,168.35,84.9,0,5.27,1,Simbad,298.45067,47.93252,3.149,0,,-0.1,0
0.081423,297.35156,47.28039,10223473, ,5221,3.187,-0.3,5.711,1.83,0.0138,2574.338,0.526,DSEP,,1,Simbad,297.35156,47.28039,297.3515694,47.2803683,10223473,14.56,178.85,85.2,0,5.51,1,Simbad,297.35157,47.28037,3.187,0,,-0.3,0
0.033115,298.6731,44.09439,8188772, ,4919,3.021,0.04,6.745,1.741,0.00799,696.852,0.425,DSEP,,1,Simbad,298.6731,44.09439,298.6731122,44.0943928,8188772,10.18,126.98,86.7,325,6.88,3,Simbad,298.67311,44.09439,3.021,650,,0.04,650
0.043975,291.80508,38.64798,3546046, ,4845,3.182,0.16,5.143,1.465,0.0152,868.563,0.459,DSEP,,1,Simbad,291.80508,38.64798,291.8050661,38.6479856,3546046,14.02,178.92,82.6,365,3.07,3,Simbad,291.80507,38.64799,3.182,730,,0.16,730
0.054941,285.70764,46.27397,9575847, ,4972,3.171,-0.14,5.007,1.358,0.0152,1255.262,0.316,DSEP,,1,Simbad,285.70764,46.27397,285.7076244,46.2739808,9575847,14.03,175.15,83.3,370,1.47,2,Simbad,285.70762,46.27398,3.171,740,,-0.14,740
0.038648,289.02448,41.30169,6033938, ,4818,3.129,0.06,4.892,1.175,0.0141,736.203,0.361,DSEP,,1,Simbad,289.02448,41.30169,289.0244694,41.3016972,6033938,13.34,162.89,83,355,4.67,3,Simbad,289.02447,41.3017,3.129,710,,0.06,710
0.127138,291.25491,37.71492,2442483, ,4740,2.9,-0.1,5.721,0.949,0.00714,1550.716,0.549,DSEP,,1,Simbad,291.25491,37.71492,291.2548667,37.7149286,2442483,9.3,99.61,76.4,310,3.26,2,Simbad,291.25487,37.71493,2.9,620,,-0.1,620
0.055991,284.40485,42.57956,7014126, ,5258,3.097,-0.5,6.217,1.762,0.0103,2221.309,0.327,DSEP,,1,Simbad,284.40485,42.57956,284.4048364,42.5795481,7014126,12.71,147.26,81.62,275,7.79,2,Simbad,284.40484,42.57955,3.097,550,,-0.5,550
0.031171,292.06485,38.67033,3547041, ,4719,2.926,0.34,7.514,1.737,0.00577,1094.344,0.513,DSEP,,1,Simbad,292.06485,38.67033,292.0648567,38.6703369,3547041,9.04,103.5,74.6,0,9.47,1,Simbad,292.06486,38.67034,2.926,0,,0.34,0
0.059115,292.1181,38.68969,3547236, ,4813,3.043,0.1,6.008,1.454,0.00945,1055.839,0.507,DSEP,,1,Simbad,292.1181,38.68969,292.1181183,38.6896819,3547236,11.49,136.84,79.2,300,5.77,3,Simbad,292.11812,38.68968,3.043,600,,0.1,600
0.027525,282.13049,46.76164,9873127, ,4857,3.231,0.08,4.51,1.262,0.0194,942.946,0.274,DSEP,,1,Simbad,282.13049,46.76164,282.1304789,46.7616408,9873127,15.78,202.25,87.1,470,3.96,3,Simbad,282.13048,46.76164,3.231,940,,0.08,940
0.060751,288.68045,51.24461,12402804, ,5079,2.742,-0.72,8.125,1.33,0.00349,2918.54,0.315,DSEP,,1,Simbad,288.68045,51.24461,288.6804769,51.2446089,12402804,7.01,67.35,70.3,0,2.21,1,Simbad,288.68048,51.24461,2.742,0,,-0.72,0
0.07343,282.61285,46.78496,9873753, ,4895,3.262,0.1,4.614,1.419,0.0204,488.515,0.233,DSEP,,1,Simbad,282.61285,46.78496,282.6128592,46.7849794,9873753,16.87,216.78,88.9,215,3.08,2,Simbad,282.61286,46.78498,3.262,430,,0.1,430
0.033205,299.72278,44.07558,8192892, ,4842,2.984,-0.18,5.382,1.019,0.0092,1169.668,0.619,DSEP,,1,Simbad,299.72278,44.07558,299.7227744,44.0755883,8192892,10.41,119.16,77.2,0,0.87,1,Simbad,299.72277,44.07559,2.984,0,,-0.18,0
0.05772,293.2782,48.6145,11086949, ,4727,3.039,0,4.824,0.928,0.0116,971.583,0.384,DSEP,,1,Simbad,293.2782,48.6145,293.2782056,48.6144844,11086949,11.79,135.52,81.1,0,0.56,1,Simbad,293.27821,48.61448,3.039,0,,0,0
0.024644,295.64517,43.06534,7458743, ,4895,3.008,-0.04,6.428,1.533,0.00813,2067.104,0.582,DSEP,,1,Simbad,295.64517,43.06534,295.6451636,43.065335,7458743,10.92,124.13,76.4,180,9.05,2,Simbad,295.64516,43.06533,3.008,360,,-0.04,360
0.104989,289.06635,51.20273,12403474, ,5138,2.998,-0.52,6.446,1.507,0.00792,730.182,0.297,DSEP,,1,Simbad,289.06635,51.20273,289.0663953,51.2027367,12403474,10.16,118.86,73.7,570,7.29,2,Simbad,289.0664,51.20274,2.998,1140,,-0.52,1140
0.161568,293.47003,48.61223,11087371, ,4884,3.058,0.26,6.946,2.009,0.00845,449.13,0.257,DSEP,,1,Simbad,293.47003,48.61223,293.4699622,48.6122322,11087371,11.58,142.56,77.4,0,6.27,1,Simbad,293.46996,48.61223,3.058,0,,0.26,0
0.011021,284.11499,40.73936,5513434, ,5117,3.038,-0.14,7.161,2.041,0.00783,2318.246,0.338,DSEP,,1,Simbad,284.11499,40.73936,284.1149939,40.7393608,5513434,10.38,130.84,80.7,0,8.87,1,Simbad,284.11499,40.73936,3.038,0,,-0.14,0
0.005042,286.35278,42.5145,7018212, ,4963,3.094,0.14,6.612,1.98,0.00964,2051.588,0.357,DSEP,,1,Simbad,286.35278,42.5145,286.3527819,42.5145,7018212,12.61,153.33,82.7,370,0.91,3,Simbad,286.35278,42.5145,3.094,740,,0.14,740
0.00685,284.29691,40.70926,5513771, ,4951,3.156,-0.24,4.487,1.053,0.0164,939.792,0.332,DSEP,,1,Simbad,284.29691,40.70926,284.2969117,40.7092586,5513771,14.39,173.42,84.7,0,7.34,1,Simbad,284.29691,40.70926,3.156,0,,-0.24,0
0.021551,299.01132,47.28467,10229696, ,4920,2.968,-0.46,5.024,0.854,0.00948,1633.614,0.568,DSEP,,1,Simbad,299.01132,47.28467,299.0113278,47.2846672,10229696,10.63,117.3,78.5,85,5.97,2,Simbad,299.01133,47.28467,2.968,170,,-0.46,170
0.0216,282.82074,48.03146,10712314, ,5080,2.967,0.07,8.527,2.458,0.00558,3663.836,0.276,DSEP,,1,Simbad,282.82074,48.03146,282.8207461,48.0314644,10712314,9.47,114.07,68.8,365,4.64,2,Simbad,282.82075,48.03146,2.967,730,,0.07,730
0.066553,286.49106,42.51423,7018515, ,4643,2.924,0.22,6.155,1.161,0.00701,1200.344,0.356,DSEP,,1,Simbad,286.49106,42.51423,286.4910831,42.5142372,7018515,9.27,102.6,76.8,0,7.83,1,Simbad,286.49108,42.51424,2.924,0,,0.22,0
0.048752,295.90381,49.96053,11771561, ,4888,3.193,-0.08,4.37,1.086,0.0183,863.472,0.39,DSEP,,1,Simbad,295.90381,49.96053,295.9037994,49.9605417,11771561,14.44,184.05,82.9,205,5.19,2,Simbad,295.9038,49.96054,3.193,410,,-0.08,410
0.105944,294.9169,48.61651,11090674, ,4819,3.236,-0.06,3.856,0.934,0.023,559.34,0.31,DSEP,,1,Simbad,294.9169,48.61651,294.9168597,48.6165225,11090674,16.3,206.37,88,480,5.32,3,Simbad,294.91686,48.61652,3.236,960,,-0.06,960
0.051862,295.05298,45.5467,9163153, ,4698,3.079,0.46,6.005,1.576,0.0103,776.563,0.405,DSEP,,1,Simbad,295.05298,45.5467,295.0529806,45.5466856,9163153,12.53,154.38,82.4,0,4.36,1,Simbad,295.05298,45.54669,3.079,0,,0.46,0
0.022651,284.79846,40.78179,5514689, ,5021,3.379,-0.42,3.166,0.875,0.0388,1408.824,0.347,DSEP,,1,Simbad,284.79846,40.78179,284.7984517,40.7817903,5514689,14.06,166.46,84.1,0,1.43,1,Simbad,284.79845,40.78179,3.379,0,,-0.42,0
0.114314,295.26215,48.68755,11091445, ,4939,3.211,-0.24,4.087,0.99,0.0204,863.922,0.395,DSEP,,1,Simbad,295.26215,48.68755,295.2621025,48.687545,11091445,15.25,192.31,86,320,5.36,3,Simbad,295.2621,48.68754,3.211,640,,-0.24,640
0.044267,295.26794,45.57523,9163621, ,4968,3.223,0.12,5.26,1.686,0.0163,2048.314,0.504,DSEP,,1,Simbad,295.26794,45.57523,295.267925,45.5752236,9163621,15.51,202.95,85.8,350,8.28,2,Simbad,295.26792,45.57522,3.223,700,,0.12,700
0.030252,290.96417,51.29585,12406960, ,5035,2.973,-0.04,7.784,2.078,0.0062,2671.221,0.341,DSEP,,1,Simbad,290.96417,51.29585,290.964175,51.2958422,12406960,9.85,113.4,76.2,0,2.56,1,Simbad,290.96417,51.29584,2.973,0,,-0.04,0
0.040372,295.66623,45.52144,9164696, ,4791,2.912,0.16,7.558,1.701,0.00555,1552.351,0.511,DSEP,,1,Simbad,295.66623,45.52144,295.6662181,45.5214325,9164696,8.94,99.41,74.3,305,0.53,2,Simbad,295.66622,45.52143,2.912,610,,0.16,610
0.033527,292.33276,37.70473,2447476, ,4727,2.859,0.36,8.766,2.025,0.00423,1945.611,0.603,DSEP,,1,Simbad,292.33276,37.70473,292.3327489,37.7047269,2447476,7.91,89.46,70.9,0,5.18,1,Simbad,292.33275,37.70473,2.859,0,,0.36,0
0.021975,297.36862,40.19473,5034206, ,4809,3.087,0.32,6.24,1.736,0.0101,1481.127,0.72,DSEP,,1,Simbad,297.36862,40.19473,297.3686203,40.1947361,5034206,11.97,148.03,79.1,350,3.41,3,Simbad,297.36862,40.19474,3.087,700,,0.32,700
0.078253,297.6507,48.6178,11097752, ,4945,3.058,0.06,6.632,1.835,0.00886,1164.853,0.474,DSEP,,1,Simbad,297.6507,48.6178,297.6506675,48.6178033,11097752,11.6,140.66,79.6,125,3.72,2,Simbad,297.65067,48.6178,3.058,250,,0.06,250
0.11809,296.36804,43.5483,7836711, ,4784,2.683,-0.42,6.972,0.854,0.00355,1931.011,0.594,DSEP,,1,Simbad,296.36804,43.5483,296.3680394,43.5482672,7836711,8.58,87.79,74.4,280,5,2,Simbad,296.36804,43.54827,2.683,560,,-0.42,560
0.050967,297.63669,40.17092,5035304, ,4819,3.053,0.26,6.46,1.721,0.00899,1257.126,0.682,DSEP,,1,Simbad,297.63669,40.17092,297.6366806,40.1709078,5035304,11.5,139.69,78.5,530,2.69,2,Simbad,297.63668,40.17091,3.053,1060,,0.26,1060
0.013449,297.0419,44.51124,8510560, ,4936,2.926,-0.06,7.654,1.8,0.00565,1043.808,0.515,DSEP,,1,Simbad,297.0419,44.51124,297.0418986,44.5112436,8510560,8.64,99.4,73.1,885,3.82,2,Simbad,297.0419,44.51124,2.926,1770,,-0.06,1770
0.035483,291.31903,39.39565,4261269, ,4845,2.897,0.06,7.796,1.748,0.0052,1688.177,0.517,DSEP,,1,Simbad,291.31903,39.39565,291.3190203,39.3956436,4261269,8.35,96.83,70.7,165,5.9,2,Simbad,291.31902,39.39564,2.897,330,,0.06,330
0.035748,287.39093,46.72743,9881708, ,4871,3.069,0.16,6.302,1.699,0.00956,1558.271,0.334,DSEP,,1,Simbad,287.39093,46.72743,287.3909269,46.7274397,9881708,11.61,140.61,78.6,360,3.58,3,Simbad,287.39093,46.72744,3.069,720,,0.16,720
